场次ID,客户ID,主播名称,直播间ID,直播主题,报告类型,指标类型,指标值,观看排名,观看时长秒,分析时间,来源文件,创建时间,更新时间
7633655402496150282-点赞榜-1679646312378511,1679646312378511,"财经葛先生",7633655402496150282,"",dbLiveAnalytics,点赞榜,21,0,0,2026-05-07 16:00:45,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:39,2026-05-09 03:43:39
7633655402496150282-点赞榜-2695648201935411,2695648201935411,"财经葛先生",7633655402496150282,"",dbLiveAnalytics,点赞榜,20,0,0,2026-05-07 16:00:45,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:01,2026-05-09 03:43:01
7633655402496150282-点赞榜-4281935082566202,4281935082566202,"财经葛先生",7633655402496150282,"",dbLiveAnalytics,点赞榜,29,0,0,2026-05-07 16:00:45,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:38,2026-05-09 03:43:38
7633655402496150282-点赞榜-588965262917853,588965262917853,"财经葛先生",7633655402496150282,"",dbLiveAnalytics,点赞榜,19,0,0,2026-05-07 16:00:45,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:04,2026-05-09 03:43:04
7633655402496150282-点赞榜-60662778586,60662778586,"财经葛先生",7633655402496150282,"",dbLiveAnalytics,点赞榜,20,0,0,2026-05-07 16:00:45,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7633655402496150282-点赞榜-64749581762,64749581762,"财经葛先生",7633655402496150282,"",dbLiveAnalytics,点赞榜,26,0,0,2026-05-07 16:00:45,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:08,2026-05-09 03:43:08
7633655402496150282-点赞榜-85561366997,85561366997,"财经葛先生",7633655402496150282,"",dbLiveAnalytics,点赞榜,30,0,0,2026-05-07 16:00:45,"douyin_creator_live_room_analytics_data",2026-05-09 03:42:59,2026-05-09 03:42:59
7633655402496150282-观看榜-101504404766,101504404766,"财经葛先生",7633655402496150282,"",dbLiveAnalytics,观看榜,88,1,5280,2026-05-07 16:00:45,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:03,2026-05-09 03:43:03
7633655402496150282-观看榜-102396385133,102396385133,"财经葛先生",7633655402496150282,"",dbLiveAnalytics,观看榜,60,4,3600,2026-05-07 16:00:45,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7633655402496150282-观看榜-105545106388,105545106388,"财经葛先生",7633655402496150282,"",dbLiveAnalytics,观看榜,59,8,3540,2026-05-07 16:00:45,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7633655402496150282-观看榜-2269811132605111,2269811132605111,"财经葛先生",7633655402496150282,"",dbLiveAnalytics,观看榜,59,6,3540,2026-05-07 16:00:45,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:05,2026-05-09 03:43:05
7633655402496150282-观看榜-2383395469924413,2383395469924413,"财经葛先生",7633655402496150282,"",dbLiveAnalytics,观看榜,59,10,3540,2026-05-07 16:00:45,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7633655402496150282-观看榜-4090636842307248,4090636842307248,"财经葛先生",7633655402496150282,"",dbLiveAnalytics,观看榜,59,7,3540,2026-05-07 16:00:45,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:03,2026-05-09 03:43:03
7633655402496150282-观看榜-69565864529,69565864529,"财经葛先生",7633655402496150282,"",dbLiveAnalytics,观看榜,60,3,3600,2026-05-07 16:00:45,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:21,2026-05-09 03:43:21
7633655402496150282-观看榜-77659830646,77659830646,"财经葛先生",7633655402496150282,"",dbLiveAnalytics,观看榜,59,5,3540,2026-05-07 16:00:45,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:31,2026-05-09 03:43:31
7633655402496150282-观看榜-92813199788,92813199788,"财经葛先生",7633655402496150282,"",dbLiveAnalytics,观看榜,60,2,3600,2026-05-07 16:00:45,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7633655402496150282-观看榜-95794590423,95794590423,"财经葛先生",7633655402496150282,"",dbLiveAnalytics,观看榜,59,9,3540,2026-05-07 16:00:45,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:00,2026-05-09 03:43:00
7633655402496150282-首关榜-110940216671,110940216671,"财经葛先生",7633655402496150282,"",dbLiveAnalytics,首关榜,1,0,0,2026-05-07 16:00:45,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7633655402496150282-首关榜-1803614075226189,1803614075226189,"财经葛先生",7633655402496150282,"",dbLiveAnalytics,首关榜,1,0,0,2026-05-07 16:00:45,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7633655402496150282-首关榜-1895198947544430,1895198947544430,"财经葛先生",7633655402496150282,"",dbLiveAnalytics,首关榜,1,0,0,2026-05-07 16:00:45,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7633655402496150282-首关榜-3258608444253527,3258608444253527,"财经葛先生",7633655402496150282,"",dbLiveAnalytics,首关榜,1,0,0,2026-05-07 16:00:45,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7633655402496150282-首关榜-46602571224316,46602571224316,"财经葛先生",7633655402496150282,"",dbLiveAnalytics,首关榜,1,0,0,2026-05-07 16:00:45,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:39,2026-05-09 03:43:39
7633655402496150282-首关榜-58336731626,58336731626,"财经葛先生",7633655402496150282,"",dbLiveAnalytics,首关榜,2,0,0,2026-05-07 16:00:45,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7633655402496150282-首关榜-60503421077,60503421077,"财经葛先生",7633655402496150282,"",dbLiveAnalytics,首关榜,2,0,0,2026-05-07 16:00:45,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7633775583278205711-点赞榜-101592290120,101592290120,"财经葛先生",7633775583278205711,"",dbLiveAnalytics,点赞榜,38,0,0,2026-05-07 16:00:09,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:21,2026-05-09 03:43:21
7633775583278205711-点赞榜-111004559247,111004559247,"财经葛先生",7633775583278205711,"",dbLiveAnalytics,点赞榜,15,0,0,2026-05-07 16:00:09,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:17,2026-05-09 03:43:17
7633775583278205711-点赞榜-1604924462338428,1604924462338428,"财经葛先生",7633775583278205711,"",dbLiveAnalytics,点赞榜,15,0,0,2026-05-07 16:00:09,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:39,2026-05-09 03:43:39
7633775583278205711-点赞榜-1750075054493101,1750075054493101,"财经葛先生",7633775583278205711,"",dbLiveAnalytics,点赞榜,15,0,0,2026-05-07 16:00:09,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:05,2026-05-09 03:43:05
7633775583278205711-点赞榜-3262949322669454,3262949322669454,"财经葛先生",7633775583278205711,"",dbLiveAnalytics,点赞榜,19,0,0,2026-05-07 16:00:09,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:08,2026-05-09 03:43:08
7633775583278205711-点赞榜-3847892014735656,3847892014735656,"财经葛先生",7633775583278205711,"",dbLiveAnalytics,点赞榜,28,0,0,2026-05-07 16:00:09,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:40,2026-05-09 03:43:40
7633775583278205711-点赞榜-4142552613655576,4142552613655576,"财经葛先生",7633775583278205711,"",dbLiveAnalytics,点赞榜,15,0,0,2026-05-07 16:00:09,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:21,2026-05-09 03:43:21
7633775583278205711-点赞榜-64749581762,64749581762,"财经葛先生",7633775583278205711,"",dbLiveAnalytics,点赞榜,30,0,0,2026-05-07 16:00:09,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:08,2026-05-09 03:43:08
7633775583278205711-点赞榜-73094967611,73094967611,"财经葛先生",7633775583278205711,"",dbLiveAnalytics,点赞榜,18,0,0,2026-05-07 16:00:09,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:37,2026-05-09 03:43:37
7633775583278205711-点赞榜-97183956511,97183956511,"财经葛先生",7633775583278205711,"",dbLiveAnalytics,点赞榜,15,0,0,2026-05-07 16:00:09,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:39,2026-05-09 03:43:39
7633775583278205711-观看榜-104713755597,104713755597,"财经葛先生",7633775583278205711,"",dbLiveAnalytics,观看榜,99,1,5940,2026-05-07 16:00:09,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:03,2026-05-09 03:43:03
7633775583278205711-观看榜-106065567083,106065567083,"财经葛先生",7633775583278205711,"",dbLiveAnalytics,观看榜,98,9,5880,2026-05-07 16:00:09,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7633775583278205711-观看榜-1097763908747706,1097763908747706,"财经葛先生",7633775583278205711,"",dbLiveAnalytics,观看榜,98,7,5880,2026-05-07 16:00:09,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:39,2026-05-09 03:43:39
7633775583278205711-观看榜-3671960544885243,3671960544885243,"财经葛先生",7633775583278205711,"",dbLiveAnalytics,观看榜,98,10,5880,2026-05-07 16:00:09,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7633775583278205711-观看榜-3790746299675629,3790746299675629,"财经葛先生",7633775583278205711,"",dbLiveAnalytics,观看榜,98,8,5880,2026-05-07 16:00:09,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7633775583278205711-观看榜-549399769655923,549399769655923,"财经葛先生",7633775583278205711,"",dbLiveAnalytics,观看榜,99,4,5940,2026-05-07 16:00:09,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:03,2026-05-09 03:43:03
7633775583278205711-观看榜-60669941389,60669941389,"财经葛先生",7633775583278205711,"",dbLiveAnalytics,观看榜,98,5,5880,2026-05-07 16:00:09,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:25,2026-05-09 03:43:25
7633775583278205711-观看榜-73695600607,73695600607,"财经葛先生",7633775583278205711,"",dbLiveAnalytics,观看榜,99,2,5940,2026-05-07 16:00:09,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:31,2026-05-09 03:43:31
7633775583278205711-观看榜-879219646152600,879219646152600,"财经葛先生",7633775583278205711,"",dbLiveAnalytics,观看榜,98,6,5880,2026-05-07 16:00:09,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7633775583278205711-观看榜-95873305521,95873305521,"财经葛先生",7633775583278205711,"",dbLiveAnalytics,观看榜,99,3,5940,2026-05-07 16:00:09,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7633775583278205711-首关榜-106543907425,106543907425,"财经葛先生",7633775583278205711,"",dbLiveAnalytics,首关榜,10,0,0,2026-05-07 16:00:09,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7633775583278205711-首关榜-106878958069,106878958069,"财经葛先生",7633775583278205711,"",dbLiveAnalytics,首关榜,2,0,0,2026-05-07 16:00:09,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7633775583278205711-首关榜-110722764013,110722764013,"财经葛先生",7633775583278205711,"",dbLiveAnalytics,首关榜,2,0,0,2026-05-07 16:00:09,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7633775583278205711-首关榜-1541928626689456,1541928626689456,"财经葛先生",7633775583278205711,"",dbLiveAnalytics,首关榜,3,0,0,2026-05-07 16:00:09,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7633775583278205711-首关榜-1953153569550077,1953153569550077,"财经葛先生",7633775583278205711,"",dbLiveAnalytics,首关榜,12,0,0,2026-05-07 16:00:09,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7633775583278205711-首关榜-3773169363072567,3773169363072567,"财经葛先生",7633775583278205711,"",dbLiveAnalytics,首关榜,2,0,0,2026-05-07 16:00:09,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7633775583278205711-首关榜-3847892014735656,3847892014735656,"财经葛先生",7633775583278205711,"",dbLiveAnalytics,首关榜,28,0,0,2026-05-07 16:00:09,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:40,2026-05-09 03:43:40
7633775583278205711-首关榜-57561073364,57561073364,"财经葛先生",7633775583278205711,"",dbLiveAnalytics,首关榜,1,0,0,2026-05-07 16:00:09,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7633775583278205711-首关榜-61843058901,61843058901,"财经葛先生",7633775583278205711,"",dbLiveAnalytics,首关榜,1,0,0,2026-05-07 16:00:09,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7633775583278205711-首关榜-62649886714,62649886714,"财经葛先生",7633775583278205711,"",dbLiveAnalytics,首关榜,1,0,0,2026-05-07 16:00:09,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7634026183256394523-点赞榜-100754819191,100754819191,"财经葛先生",7634026183256394523,"",dbLiveAnalytics,点赞榜,20,0,0,2026-05-07 15:59:33,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7634026183256394523-点赞榜-1097763908747706,1097763908747706,"财经葛先生",7634026183256394523,"",dbLiveAnalytics,点赞榜,20,0,0,2026-05-07 15:59:33,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:39,2026-05-09 03:43:39
7634026183256394523-点赞榜-3245376631743870,3245376631743870,"财经葛先生",7634026183256394523,"",dbLiveAnalytics,点赞榜,200,0,0,2026-05-07 15:59:33,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:02,2026-05-09 03:43:02
7634026183256394523-点赞榜-4281935082566202,4281935082566202,"财经葛先生",7634026183256394523,"",dbLiveAnalytics,点赞榜,28,0,0,2026-05-07 15:59:33,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:38,2026-05-09 03:43:38
7634026183256394523-点赞榜-63055860688,63055860688,"财经葛先生",7634026183256394523,"",dbLiveAnalytics,点赞榜,68,0,0,2026-05-07 15:59:33,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:36,2026-05-09 03:43:36
7634026183256394523-点赞榜-64749581762,64749581762,"财经葛先生",7634026183256394523,"",dbLiveAnalytics,点赞榜,27,0,0,2026-05-07 15:59:33,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:08,2026-05-09 03:43:08
7634026183256394523-点赞榜-71167648649,71167648649,"财经葛先生",7634026183256394523,"",dbLiveAnalytics,点赞榜,29,0,0,2026-05-07 15:59:33,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7634026183256394523-点赞榜-80944733369,80944733369,"财经葛先生",7634026183256394523,"",dbLiveAnalytics,点赞榜,19,0,0,2026-05-07 15:59:33,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:24,2026-05-09 03:43:24
7634026183256394523-点赞榜-85561366997,85561366997,"财经葛先生",7634026183256394523,"",dbLiveAnalytics,点赞榜,33,0,0,2026-05-07 15:59:33,"douyin_creator_live_room_analytics_data",2026-05-09 03:42:59,2026-05-09 03:42:59
7634026183256394523-点赞榜-85891486767,85891486767,"财经葛先生",7634026183256394523,"",dbLiveAnalytics,点赞榜,28,0,0,2026-05-07 15:59:33,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:02,2026-05-09 03:43:02
7634026183256394523-观看榜-105112135142,105112135142,"财经葛先生",7634026183256394523,"",dbLiveAnalytics,观看榜,58,8,3480,2026-05-07 15:59:33,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:08,2026-05-09 03:43:08
7634026183256394523-观看榜-1063957820873047,1063957820873047,"财经葛先生",7634026183256394523,"",dbLiveAnalytics,观看榜,58,1,3480,2026-05-07 15:59:33,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:31,2026-05-09 03:43:31
7634026183256394523-观看榜-1679646312378511,1679646312378511,"财经葛先生",7634026183256394523,"",dbLiveAnalytics,观看榜,58,2,3480,2026-05-07 15:59:33,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:39,2026-05-09 03:43:39
7634026183256394523-观看榜-2637107650366826,2637107650366826,"财经葛先生",7634026183256394523,"",dbLiveAnalytics,观看榜,58,9,3480,2026-05-07 15:59:33,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:27,2026-05-09 03:43:27
7634026183256394523-观看榜-3210164170396558,3210164170396558,"财经葛先生",7634026183256394523,"",dbLiveAnalytics,观看榜,58,7,3480,2026-05-07 15:59:33,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:23,2026-05-09 03:43:23
7634026183256394523-观看榜-64749581762,64749581762,"财经葛先生",7634026183256394523,"",dbLiveAnalytics,观看榜,58,4,3480,2026-05-07 15:59:33,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:08,2026-05-09 03:43:08
7634026183256394523-观看榜-67097159078,67097159078,"财经葛先生",7634026183256394523,"",dbLiveAnalytics,观看榜,58,5,3480,2026-05-07 15:59:33,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7634026183256394523-观看榜-71722437665,71722437665,"财经葛先生",7634026183256394523,"",dbLiveAnalytics,观看榜,58,10,3480,2026-05-07 15:59:33,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:07,2026-05-09 03:43:07
7634026183256394523-观看榜-83703010232,83703010232,"财经葛先生",7634026183256394523,"",dbLiveAnalytics,观看榜,58,3,3480,2026-05-07 15:59:33,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:02,2026-05-09 03:43:02
7634026183256394523-观看榜-93094116856,93094116856,"财经葛先生",7634026183256394523,"",dbLiveAnalytics,观看榜,58,6,3480,2026-05-07 15:59:33,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:21,2026-05-09 03:43:21
7634026183256394523-首关榜-108062928184,108062928184,"财经葛先生",7634026183256394523,"",dbLiveAnalytics,首关榜,1,0,0,2026-05-07 15:59:33,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7634026183256394523-首关榜-111199230036,111199230036,"财经葛先生",7634026183256394523,"",dbLiveAnalytics,首关榜,1,0,0,2026-05-07 15:59:33,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:40,2026-05-09 03:43:40
7634026183256394523-首关榜-33444936820921,33444936820921,"财经葛先生",7634026183256394523,"",dbLiveAnalytics,首关榜,1,0,0,2026-05-07 15:59:33,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:40,2026-05-09 03:43:40
7634026183256394523-首关榜-3540045530938093,3540045530938093,"财经葛先生",7634026183256394523,"",dbLiveAnalytics,首关榜,1,0,0,2026-05-07 15:59:33,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
